json_file	key	lang	old_value	new_value
translation.json	krasnohorskaParagraph1	hun	Aktív folyóvízi barlang, amelyet a Buzgó patak és mellékágai alakítottak ki, és amelyek a Szlovák-karszt legnagyobb fennsíkjának északi részét víztelenítik. Jelentős tektonikus törés mentén jött létre gutensteini dolomitokban, részben világosszürke steinalmi mészkövekben, a Szilicei-fennsík északi lábánál, Krásnohorská Dlhá Lúka közelében.	Aktív folyami barlang, amelyet a Buzgó földalatti folyó és mellékfolyói alakítottak ki. A Szlovák-Karszt legkiterjedtebb fennsíkának északi részéről vezeti el a vizet. A barlang a Gutensteini dolomitokban, részben pedig a világosszürke Steinalmi mészkövekben, jelentős tektonikai törésvonalán alakult ki. A Szilicei-fennsík északi lábánál található, Várhosszúrét községtől keletre helyezkedik el.
translation.json	krasnohorskaParagraph2	svk	Jej objav bol ďalším významným úspechom skupiny jaskyniarov z Rožňavy a okolia, ktorí vstúpili do jej priestorov v júni 1964 po znížení vody vo vyvieračke Buzgó a rozšírení vstupnej pukliny. Aj keď bola kvôli uľahčeniu prístupu vyrazená umelá štôlňa, k plánovanému sprístupneniu jaskyne došlo až v roku 2004 turistickou formou. V porovnaní s ostatnými sprístupnenými jaskyňami tu návštevníci značnú časť prehliadkovej trasy s dĺžkou 450 m prekonávajú pri svetle čeloviek nad podzemným tokom po drevených chodníkoch, rebríkoch a lanovom traverze.	Jej objav bol ďalším významným úspechom skupiny jaskyniarov z Rožňavy a okolia, ktorí vstúpili do jej priestorov v júni 1964 po znížení hladiny vody vo vyvieračke Buzgó a rozšírení vstupnej pukliny. Aj keď bola kvôli uľahčeniu prístupu vyrazená umelá štôlňa, k plánovanému sprístupneniu jaskyne došlo až v roku 2004, a to turistickou formou. V porovnaní s ostatnými sprístupnenými jaskyňami tu návštevníci značnú časť prehliadkovej trasy s dĺžkou 450 m prekonávajú pri svetle čeloviek nad podzemným tokom po drevených chodníkoch, rebríkoch a lanovom traverze.
translation.json	krasnohorskaParagraph2	eng	Its discovery was another major success of a group of cavers from Rožňava and the surrounding area, who entered its spaces in June 1964 after lowering the water level at the Buzgó spring and widening the entrance fissure. Although an artificial tunnel was created to facilitate access, the cave was only opened to the public in 2004. Compared to other accessible caves, visitors here traverse a significant part of the 450 m tour route by headlamp light above the underground stream using wooden walkways, ladders, and rope traverses.	Its discovery was another major achievement of a group of speleologists from Rožňava and the surrounding area, who entered the cave in June 1964 after lowering the water level at the Buzgó spring and widening the entrance fissure.\nAlthough an artificial adit was later excavated to facilitate access, the cave was not opened to visitors until 2004, and even then in a more adventurous, non-standard form.\nCompared to other show caves, visitors cover a significant part of the 450-metre tour route by headlamp, moving above the underground stream along wooden walkways, ladders, and a rope traverse.
translation.json	krasnohorskaParagraph2	hun	Felfedezése a rozsnyói és környékbeli barlangkutatók csoportjának újabb jelentős sikere volt, akik 1964 júniusában jutottak be a barlangba a Buzgó forrás vízszintjének csökkentése és a bejárati hasadék kibővítése után. Bár a könnyebb megközelítés érdekében mesterséges tárót vájtak, a barlangot csak 2004-ben nyitották meg turisztikai célokra. Más látogatható barlangokkal összehasonlítva a látogatók a 450 m hosszú útvonal jelentős részét fejlámpával, a föld alatti patak felett fa járdákon, létrákon és kötélpályán teszik meg.	A felfedezése a rozsnyói csoport barlangászainak újabb jelentős sikere, akik 1964 júniusában léptek be először a barlangba. Ezt a sikert a töbhónapos nehéz munka után a Buzgó-forrás vízszintjének csökkentésével és a bejárati hasadék kiszélesísével lehetett elérni. Bár a könnyebb megközelítés érdekében mesterséges járatot is vájtak, a barlang tervezett megnyitására csak 2004-ben került sor. A többi látogatható barlanghoz képest itt a látogatók a 450 méter hosszú túraútvonal jelentős részét fejlámpák fényénél, a föld alatti patak felett, fa járdákon, létrákon és kötélhídon haladva teszik meg.
translation.json	krasnohorskaParagraph3	svk	Po úvodnom úseku, bez výraznejšej výzdoby, tvorenom dlhou puklinovou chodbou s názvom Veľký kaňon, nasleduje sústava 8 mohutných dómov. Tieto priestory majú hodnotnú výzdobu, jedinečné sú rozmanité excentrické heliktity a koralovité útvary s mangánovým povlakom. Dominantou jaskyne je Sieň obrov s 34 m vysokým Kvapľom rožňavských jaskyniarov, ktorý zaraďujeme medzi najväčšie sintrové útvary v Európe.	Po úvodnom úseku bez výraznejšej výzdoby, tvoreného dlhou puklinovou chodbou s názvom Veľký kaňon, nasleduje sústava ôsmich mohutných dómov. Tieto priestory majú hodnotnú výzdobu; jedinečné sú rozmanité excentrické heliktity a koralovité útvary s mangánovým povlakom. Dominantou jaskyne je Sieň obrov s 34 m vysokým Kvapľom rožňavských jaskyniarov, ktorý patrí medzi najväčšie sintrové útvary v Európe.
translation.json	krasnohorskaParagraph3	eng	After the initial section, without significant decoration and formed by a long fissure corridor called the Great Canyon, a system of eight massive halls follows. These spaces feature valuable decoration, including unique eccentric helictites and coral-like formations with a manganese coating. The dominant feature of the cave is the Hall of Giants with the 34 m high stalagmite of the Rožňava cavers, ranked among the largest sinter formations in Europe.	After an initial section with little decoration, formed by a long fissure passage known as the Great Canyon, the cave opens into a system of eight massive domes.\nThese spaces feature valuable decoration, including unique eccentric helictites and coral-like formations coated with manganese.\nThe dominant feature of the cave is the Hall of Giants, home to the 34-metre-high Dripstone of Rožňava Cavers, one of the largest speleothem formations in Europe.
translation.json	krasnohorskaParagraph3	hun	A kezdeti, kevésbé díszített szakasz után, amely egy hosszú hasadékfolyosóból áll, Nagy-kanyon néven, 8 hatalmas terem rendszere következik. Ezek a terek értékes díszítéssel rendelkeznek, különlegesek a különféle excentrikus heliktitek és mangánbevonatú korallszerű képződmények. A barlang fő látványossága az Óriások terme a 34 m magas Rozsnyói cseppkővel, amely Európa legnagyobb cseppkőképződményei közé tartozik.	A Nagy Kanyon nevű hosszú hasadékfolyosóból álló, díszítés szempontjából kevésbé érdekes bevezető szakasz után nyolc hatalmas terem következik. Ezek a termek értékes díszítéssel rendelkeznek, egyedülállóak a változatos, excentrikus heliktitek és a mangánbevonatú korallszerű képződmények. A barlang domináns része az Óriások terme a 34 méter magas Rozsnyói barlangászok cseppkőjével, amely Európa legnagyobb cseppkő-képződményei közé tartozik.
translation.json	ochtinskaPageTitle	svk	Ochtinská aragonitová jaskyňa	Ochtinská aragonitová jaskyňa
translation.json	ochtinskaPageTitle	eng	Ochtinská Aragonite Cave	Ochtinská aragonitová jaskyňa
translation.json	ochtinskaPageTitle	hun	Ochtinai aragonitbarlang	Ochtinai-aragonit-barlang
translation.json	ochtinskaParagraph1	svk	Najvýznamnejšia z jaskýň Revúckej vrchoviny zaujme mimoriadne rozmanitou a bohatou výzdobou tvorenou aragonitom. Nachádza sa v severnom svahu vrchu Hrádok medzi Štítnikom a Jelšavou. Jaskyňa vznikla v šošovke kryštalických vápencov a ankeritov z obdobia prvohôr koróznou činnosťou podzemnej vody.	Najvýznamnejšia z jaskýň Revúckej vrchoviny zaujme mimoriadne rozmanitou a bohatou výzdobou, tvorenou aragonitom. Nachádza sa na severnom svahu vrchu Hrádok medzi Štítnikom a Jelšavou. Jaskyňa vznikla v šošovke kryštalických vápencov a ankeritov z obdobia prvohôr koróznou činnosťou presakujúcich vôd s občasne stabilnou podzemnou hladinou.
translation.json	ochtinskaParagraph1	eng	The most important cave of the Revúca Highlands is notable for its extraordinarily diverse and rich aragonite decoration. It is located on the northern slope of Hrádok Hill between Štítnik and Jelšava. The cave was formed in a lens of crystalline limestones and ankerites from the Paleozoic era by the corrosive activity of underground water.	The most important cave of the Revúca Highlands impresses with its exceptionally diverse and rich decoration formed by aragonite.\nIt is located on the northern slope of Hrádok Hill, between Štítnik and Jelšava.\nThe cave developed within a lens of crystalline limestones and ankerites of Paleozoic age, formed by the corrosive action of percolating waters with a periodically stable underground water level.
translation.json	ochtinskaParagraph1	hun	A Revúcka-felföld legjelentősebb barlangja rendkívül változatos és gazdag aragonitképződményeivel tűnik ki. A Hrádok-hegy északi lejtőjén található, Csetnek és Jolsva között. A barlang az ősidőkből származó kristályos mészkő és ankerit lencséjében alakult ki a felszín alatti vizek korróziós tevékenysége révén.	A Rőcei-hegység legjelentősebb barlangja rendkívül változatos és gazdag, aragonit díszítésével vonzza a látogatókat. A barlang a Hrádek-hegy északi lejtőjén, Csetnek és Jolsva között található. A barlang a paleozoikum korszakból származó kristályos mészkövek és ankeritok lencséjében keletkezett, az időnként stabil felszín alatti vízszintű beszivárgó vizek korrozív hatásának eredményeként.
translation.json	ochtinskaParagraph2	svk	Objavili ju koncom roka 1954 náhodne baníci počas razenia štôlne pri geologickom prieskume ložísk železnej rudy v lokalite Horný Hrádok. Pre verejnosť bola otvorená v roku 1972. Prehliadková trasa s dĺžkou 230 m je prístupná umelo vyrazenou štôlňou.	Objavili ju koncom roka 1954 náhodne baníci počas razenia štôlne pri geologickom prieskume ložísk železnej rudy v lokalite Horný Hrádok. Pre verejnosť bola sprístupnená v roku 1972. Prehliadková trasa s dĺžkou 230 m je prístupná umelo vyrazenou štôlňou.
translation.json	ochtinskaParagraph2	eng	It was discovered by chance at the end of 1954 by miners while driving an adit during geological exploration of iron ore deposits in the Horný Hrádok area. It was opened to the public in 1972. The 230 m long tour route is accessible through an artificially excavated adit.	The cave was discovered at the end of 1954 by miners during the excavation of an adit as part of geological exploration for iron ore deposits at the Horný Hrádok.\nIt was opened to the public in 1972.\nThe 230-metre-long tour route is accessed via an artificially excavated adit.
translation.json	ochtinskaParagraph2	hun	1954 végén véletlenül fedezték fel bányászok egy táró hajtása közben, a Horný Hrádok térségében végzett vasérclelőhely-kutatás során. A nyilvánosság számára 1972-ben nyitották meg. A 230 m hosszú látogatói útvonal egy mesterségesen kialakított tárón keresztül érhető el.	A Felső Hrádek környékén vasérc-telepek geológiai kutatása során, 1954 végén fedezték fel véletlenül a bányászok. 1972-ben nyitották meg a nyilvánosság számára. A 230 méter hosszú látogatói útvonal egy mesterségesen kialakított járaton keresztül érhető el.
translation.json	ochtinskaParagraph3	svk	Výzdoba pozostáva z troch generácií aragonitu, najstaršie obličkovité útvary majú vek približne 140-tisíc rokov, najpočetnejšia a vizuálne najatraktívnejšia je druhá generácia datovaná na 14-tisíc rokov, najmladšia sa stále tvorí. Snehobiele aragonitové trsy a kríčky vynikajú na modrosivom mramorovom podklade. Špecifická výzdoba je pravdepodobne výsledkom jedinečnými podmienok v uzavretých podzemných priestoroch jaskyne.	Výzdoba pozostáva z troch generácií aragonitu. Najstaršie obličkovité útvary majú vek takmer 140 tisíc rokov, najpočetnejšia a vizuálne najatraktívnejšia je druhá generácia datovaná na 14 tisíc rokov, najmladšia sa stále tvorí. Snehobiele aragonitové trsy a kríčky vynikajú na modrosivom mramorovom podklade. Špecifická výzdoba je pravdepodobne výsledkom jedinečných podmienok v uzavretých podzemných priestoroch jaskyne.
translation.json	ochtinskaParagraph3	eng	The decoration consists of three generations of aragonite. The oldest kidney-shaped formations are about 140 thousand years old, the most abundant and visually most attractive is the second generation dated to 14 thousand years, and the youngest is still forming. Snow-white aragonite clusters and bush-like forms stand out against the blue-grey marble background. This specific decoration is probably the result of unique conditions in the cave’s enclosed underground spaces.	The decoration consists of three generations of aragonite. The oldest, kidney-shaped formations are about 140,000 years old; the most abundant and visually striking second generation dates to around 14,000 years, while the youngest is still forming today.\nSnow-white clusters and bush-like formations of aragonite stand out against a blue-grey marble background.\nThis distinctive decoration is likely the result of unique conditions within the cave’s enclosed underground environment.
translation.json	ochtinskaParagraph3	hun	A díszítés három aragonitgenerációból áll: a legrégebbi veseszerű képződmények körülbelül 140 ezer évesek, a leggyakoribb és vizuálisan leglátványosabb a második, mintegy 14 ezer éves generáció, míg a legfiatalabb ma is képződik. A hófehér aragonitcsomók és bokorszerű alakzatok különösen jól érvényesülnek a kékesszürke márványos alapkőzeten. Ez a sajátos díszítés valószínűleg a barlang zárt föld alatti tereiben uralkodó egyedi feltételek eredménye.	A díszítést az aragonit három generációja alkotja. A legrégebbi vese alakú képződmények körülbelül 140 ezer évesek, a leggazdagabb és vizuálisan legvonzóbb a 14 ezer évre datált második generáció, a legfiatalabb pedig még mindig kialakulóban van. A hófehér aragonitcsomók és bokor formájú képződmények kiemelkednek a kékes-szürke márvány alapon. A jellegzetes díszítés valószínűleg a barlang zárt földalatti tereinek egyedülálló körülményeinek eredménye.
translation.json	ochtinskaInfoLengthValue	svk	300 m	585 m
translation.json	ochtinskaInfoLengthValue	eng	300 m	585 m
translation.json	ochtinskaInfoLengthValue	hun	300 m	585 m
translation.json	ochtinskaInfoAgeValue	hun	121 000 – 138 000 év	121 000 – 138 000 rokov
translation.json	ochtinskaInfoCountLabel	svk	Počet sprístupnených aragonitových jaskýň na svete	Počet aragonitových jaskýň na svete (sprístupnených)
translation.json	ochtinskaInfoCountLabel	eng	Number of accessible aragonite caves in the world	Number of aragonite caves in the world (open to the public)
translation.json	ochtinskaInfoCountLabel	hun	A világon látogatható aragonitbarlangok száma	A világon található (látogatható) aragonitbarlangok száma
translation.json	ochtinskaInfoCountValue	svk	16	len 5
translation.json	ochtinskaInfoCountValue	eng	16	only 5
translation.json	ochtinskaInfoCountValue	hun	16	csak 5
translation.json	silickaPageTitle	svk	Silická ľadnica	Silická ľadnica
translation.json	silickaPageTitle	eng	Silica Ice Cave	Silická ľadnica
translation.json	silickaPageTitle	hun	Szilicsei-jégbarlang	Szilicei-jégbarlang
translation.json	silickaParagraph1	svk	Najnižšie položená jaskyňa v miernom klimatickom pásme sa nachádza v centrálnej časti Silickej planiny, približne 1 km západne od obce Silica. Tvorí súčasť rozsiahleho Silicko-gombaseckého jaskynného systému, ktorého väčšia časť je doposiaľ neznáma.	Najnižšie položená ľadová jaskyňa v miernom klimatickom pásme sa nachádza v centrálnej časti Silickej planiny, približne 1 km západne od obce Silica. Tvorí súčasť rozsiahleho silicko-gombaseckého jaskynného systému, ktorého väčšia časť je doposiaľ neznáma.
translation.json	silickaParagraph1	eng	The lowest-altitude ice cave in the temperate climate zone is located in the central part of the Silica Plateau, about 1 km west of the village of Silica. It is part of the extensive Silica–Gombasek cave system, most of which still remains unknown.	The lowest lying ice-filled cave in the temperate climate zone is located in the central part of the Silická Plateau, approximately 1 km west of the village of Silica.\nIt forms part of the extensive Silica–Gombasek cave system, most of which remains unexplored.
translation.json	silickaParagraph1	hun	A mérsékelt égöv legalacsonyabban fekvő jégbarlangja a Szilicei-fennsík központi részén található, mintegy 1 km-re nyugatra Szilice községtől. A kiterjedt Szilice–gombaszögi barlangrendszer része, amelynek nagyobb része mindmáig ismeretlen.	A mérsékelt éghajlati övezetben található legalacsonyabban fekvő jégbarlang a Szilicei-fennsík középső részében, Szilicetől körülbelül 1 km-re nyugatra helyezkedik el. A kiterjedt Szilice–gombaszögi barlangrendszer részét képezi, amelynek nagy része a mai napig ismeretlen.
translation.json	silickaParagraph2	svk	Mohutná vstupná časť, ktorá vznikla prepadnutím stropu je známa oddávna, jej prvé opisy a náčrty pochádzajú z 18. storočia. Ľahko prístupný zaľadnený priestor lákal návštevníkov a slúžil ako prirodzená zásobáreň ľadu. Spodná nezaľadnená časť jaskyne bola objavená po prekopaní závalu na dne Jánom Majkom v roku 1931. Pravá sieň bohatá na archeologické nálezy, Archeologický dóm je významným náleziskom doby kamennej a bronzovej, osídlenie pochádza z doby pred zaľadnením. Niektoré z nájdených predmetov sú prezentované aj v tejto expozícii. Prieskum ďalších priestorov realizovali speleopotápači náročným prekonávaním sifónov podzemného toku.	Mohutná vstupná časť, ktorá vznikla prepadnutím stropu, je známa oddávna, jej prvé opisy a náčrty pochádzajú z 18. storočia. Ľahko prístupný zaľadnený priestor lákal návštevníkov a slúžil ako prirodzená zásobáreň ľadu. Spodná nezaľadnená časť jaskyne bola objavená po prekopaní závalu na dne Jánom Majkom v roku 1931. Prvá sieň bohatá na archeologické nálezy, Archeologický dóm, je významným náleziskom doby kamennej a bronzovej, osídlenie pochádza z doby pred zaľadnením. Niektoré z nájdených predmetov sú prezentované aj v tejto expozícii. Prieskum ďalších priestorov realizovali speleopotápači náročným prekonávaním sifónov podzemného toku.
translation.json	silickaParagraph2	eng	The massive entrance part, formed by the collapse of the dome ceiling, has long been known, with its first descriptions and sketches dating from the 18th century. The easily accessible ice-filled space attracted visitors and served as a natural ice storehouse. The lower, non-iced part of the cave was discovered by Ján Majko in 1931 after digging through the collapse at the bottom. The right hall rich in archaeological finds, the Archaeological Dome, is an important Stone and Bronze Age site, with settlement dating from before the icing period. Some of the discovered objects are also presented in this exhibition. Exploration of further spaces was carried out by cave divers through the difficult crossing of underground stream siphons.	The large entrance chamber, formed by the collapse of the cave ceiling, has been known since ancient times; the first descriptions and sketches date back to the 18th century.\nThe easily accessible ice-filled space attracted visitors and served as a natural source of ice.\nThe lower, non-glaciated part of the cave was discovered in 1931 by Ján Majko after clearing a collapse at the bottom.\nThe first chamber rich in archaeological finds—the Archaeological Dome—is an important site from the Stone Age and the Bronze Age, with evidence of settlement predating the glaciation. Some of the discovered artefacts are also presented in this exhibition.\nFurther exploration of the cave was carried out by cave divers, who overcame the siphons of the underground stream under demanding conditions.
translation.json	silickaParagraph2	hun	A hatalmas bejárati rész, amely a mennyezet beszakadásával keletkezett, régóta ismert, első leírásai és rajzai a 18. századból származnak. A könnyen megközelíthető eljegesedett tér vonzotta a látogatókat, és természetes jégraktárként szolgált. A barlang alsó, jégmentes részét 1931-ben fedezte fel Ján Majko, miután áttörte az omladékot az alján. A régészeti leletekben gazdag jobb oldali terem, az Archeológiai-dóm, a kő- és bronzkor jelentős lelőhelye, a megtelepedés a jegesedés előtti időből származik. A megtalált tárgyak egy része ebben a kiállításban is látható. A további járatok feltárását barlangi búvárok végezték a föld alatti vízfolyás szifonjainak nehéz leküzdésével.	A mennyezet beomlásával kialakult hatalmas bejárati rész már régóta ismert, első leírásai és vázlatai a 18. századból származnak. A könnyen megközelíthető, jéggel borított tér vonzotta a látogatókat, és természetes jégtárolóként szolgált. A barlang alsó, jégmentes részét 1931-ben fedezte fel Ján Majko, miután átásta a fenéken lévő omladékot. Az első, régészeti leletekben gazdag terem, az Archeológiai terem a kőkorszak és a bronzkorszak jelentős lelőhelye, a település a jégkorszak előtti időből származik. A leletek közül néhányat a tárlatban is bemutatunk. A további részek feltárását barlang búvárok végezték, akik a földalatti folyó szifonjait nagy nehézségek árán győzték le.
translation.json	silickaParagraph3	eng	A consequence of the icing is the inversion of fauna and flora and the related presence of cold-loving species. The underground spaces of Silica Ice Cave are not accessible to the public, but the entrance part with ice decoration can be viewed from an observation terrace.	Glaciation has led to an inversion of fauna and flora, resulting in the presence of cold-adapted species.\nThe underground spaces of the Silica Ice Cave are not accessible to the public; however, the ice-decorated entrance section can be viewed from an observation terrace.
translation.json	silickaParagraph3	hun	Az eljegesedés következménye a fauna és a flóra inverziója, valamint az ehhez kapcsolódó hidegkedvelő fajok jelenléte. A Szilicsei-jégbarlang föld alatti terei nem látogathatók, az ice-díszítéses bejárati részre kilátóteraszról lehet betekinteni.	A jégképződés következtében a növény- és állatvilág összetétele megváltozott, és ezzel együtt hidegkedvelő fajok jelentek meg. A barlang földalatti részeit a nyilvánosság nem látogathatja, a jégdíszítéssel ellátott bejárati része azonban a kilátóteraszról megtekinthető.
translation.json	silickaInfoLengthValue	svk	1 100 m	2 300 m
translation.json	silickaInfoLengthValue	eng	1,100 m	2,300 m
translation.json	silickaInfoLengthValue	hun	1 100 m	2 300 m
